month,stage,protein,product,price_per_unit,uom,normalised_price,normalised_uom
2024-06,retail,beef,"Beef top sirloin cuts, per kilogram",22.55,Dollars,22.55,Dollars
2024-06,retail,beef,"Beef rib cuts, per kilogram",29.05,Dollars,29.05,Dollars
2024-06,retail,beef,"Ground beef, per kilogram",12.83,Dollars,12.83,Dollars
2024-06,retail,pork,"Pork loin cuts, per kilogram",8.75,Dollars,8.75,Dollars
2024-06,retail,pork,"Pork rib cuts, per kilogram",8.66,Dollars,8.66,Dollars
2024-06,retail,pork,"Pork shoulder cuts, per kilogram",10.37,Dollars,10.37,Dollars
2024-06,retail,chicken,"Whole chicken, per kilogram",5.19,Dollars,5.19,Dollars
2024-06,retail,chicken,"Chicken breasts, per kilogram",12.26,Dollars,12.26,Dollars
2024-06,retail,chicken,"Chicken thigh, per kilogram",8.72,Dollars,8.72,Dollars
2024-06,retail,chicken,"Chicken drumsticks, per kilogram",5.77,Dollars,5.77,Dollars
2024-06,retail,pork,"Bacon, 500 grams",6.27,Dollars,12.54,Dollars per kg
2024-06,retail,milk,"Milk, 1 litre",3.8,Dollars,3.8,Dollars per litre
2024-06,retail,milk,"Milk, 2 litres",5.72,Dollars,2.86,Dollars per litre
2024-06,retail,milk,"Milk, 4 litres",6.59,Dollars,1.65,Dollars per litre
2024-06,retail,egg,"Eggs, 1 dozen",4.53,Dollars,4.53,Dollars
2024-07,farm,beef,Steers for slaughter [111111113],246.29,Dollars per hundredweight,5.43,Dollars per kg
2024-07,farm,beef,Heifers for slaughter [111111114],243.94,Dollars per hundredweight,5.38,Dollars per kg
2024-07,farm,pork,Hogs [111121],112.56,Dollars per hundredweight,2.48,Dollars per kg
2024-07,farm,chicken,Chickens for meat [11113131],2.67,Dollars per kilogram,2.67,Dollars per kilogram
2024-07,farm,milk,Unprocessed milk from bovine [11612111],880.06,Dollars per kilolitre,0.88,Dollars per litre
2024-07,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-07,retail,beef,"Beef stewing cuts, per kilogram",20.66,Dollars,20.66,Dollars
2024-07,retail,beef,"Beef striploin cuts, per kilogram",30.58,Dollars,30.58,Dollars
2024-07,retail,beef,"Beef top sirloin cuts, per kilogram",22.79,Dollars,22.79,Dollars
2024-07,retail,beef,"Beef rib cuts, per kilogram",30.36,Dollars,30.36,Dollars
2024-07,retail,beef,"Ground beef, per kilogram",13.14,Dollars,13.14,Dollars
2024-07,retail,pork,"Pork loin cuts, per kilogram",8.53,Dollars,8.53,Dollars
2024-07,retail,pork,"Pork rib cuts, per kilogram",8.48,Dollars,8.48,Dollars
2024-07,retail,pork,"Pork shoulder cuts, per kilogram",10.26,Dollars,10.26,Dollars
2024-07,retail,chicken,"Whole chicken, per kilogram",5.4,Dollars,5.4,Dollars
2024-07,retail,chicken,"Chicken breasts, per kilogram",11.86,Dollars,11.86,Dollars
2024-07,retail,chicken,"Chicken thigh, per kilogram",10.81,Dollars,10.81,Dollars
2024-07,retail,chicken,"Chicken drumsticks, per kilogram",7.53,Dollars,7.53,Dollars
2024-07,retail,pork,"Bacon, 500 grams",6.13,Dollars,12.26,Dollars per kg
2024-07,retail,milk,"Milk, 1 litre",3.8,Dollars,3.8,Dollars per litre
2024-07,retail,milk,"Milk, 2 litres",5.77,Dollars,2.88,Dollars per litre
2024-07,retail,milk,"Milk, 4 litres",6.49,Dollars,1.62,Dollars per litre
2024-07,retail,egg,"Eggs, 1 dozen",4.73,Dollars,4.73,Dollars
2024-08,farm,beef,Steers for slaughter [111111113],248.68,Dollars per hundredweight,5.48,Dollars per kg
2024-08,farm,beef,Heifers for slaughter [111111114],244.48,Dollars per hundredweight,5.39,Dollars per kg
2024-08,farm,pork,Hogs [111121],117.19,Dollars per hundredweight,2.58,Dollars per kg
2024-08,farm,chicken,Chickens for meat [11113131],2.66,Dollars per kilogram,2.66,Dollars per kilogram
2024-08,farm,milk,Unprocessed milk from bovine [11612111],879.18,Dollars per kilolitre,0.88,Dollars per litre
2024-08,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-08,retail,beef,"Beef stewing cuts, per kilogram",22.29,Dollars,22.29,Dollars
2024-08,retail,beef,"Beef striploin cuts, per kilogram",28.17,Dollars,28.17,Dollars
2024-08,retail,beef,"Beef top sirloin cuts, per kilogram",22.84,Dollars,22.84,Dollars
2024-08,retail,beef,"Beef rib cuts, per kilogram",27.9,Dollars,27.9,Dollars
2024-08,retail,beef,"Ground beef, per kilogram",13.47,Dollars,13.47,Dollars
2024-08,retail,pork,"Pork loin cuts, per kilogram",8.09,Dollars,8.09,Dollars
2024-08,retail,pork,"Pork rib cuts, per kilogram",8.28,Dollars,8.28,Dollars
2024-08,retail,pork,"Pork shoulder cuts, per kilogram",9.83,Dollars,9.83,Dollars
2024-08,retail,chicken,"Whole chicken, per kilogram",5.51,Dollars,5.51,Dollars
2024-08,retail,chicken,"Chicken breasts, per kilogram",12.97,Dollars,12.97,Dollars
2024-08,retail,chicken,"Chicken thigh, per kilogram",8.86,Dollars,8.86,Dollars
2024-08,retail,chicken,"Chicken drumsticks, per kilogram",5.47,Dollars,5.47,Dollars
2024-08,retail,pork,"Bacon, 500 grams",6.51,Dollars,13.02,Dollars per kg
2024-08,retail,milk,"Milk, 1 litre",3.82,Dollars,3.82,Dollars per litre
2024-08,retail,milk,"Milk, 2 litres",5.71,Dollars,2.85,Dollars per litre
2024-08,retail,milk,"Milk, 4 litres",6.56,Dollars,1.64,Dollars per litre
2024-08,retail,egg,"Eggs, 1 dozen",4.82,Dollars,4.82,Dollars
2024-09,farm,beef,Steers for slaughter [111111113],240.71,Dollars per hundredweight,5.31,Dollars per kg
2024-09,farm,beef,Heifers for slaughter [111111114],237.98,Dollars per hundredweight,5.25,Dollars per kg
2024-09,farm,pork,Hogs [111121],108.41,Dollars per hundredweight,2.39,Dollars per kg
2024-09,farm,chicken,Chickens for meat [11113131],2.7,Dollars per kilogram,2.7,Dollars per kilogram
2024-09,farm,milk,Unprocessed milk from bovine [11612111],911.97,Dollars per kilolitre,0.91,Dollars per litre
2024-09,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-09,retail,beef,"Beef stewing cuts, per kilogram",21.79,Dollars,21.79,Dollars
2024-09,retail,beef,"Beef striploin cuts, per kilogram",32.47,Dollars,32.47,Dollars
2024-09,retail,beef,"Beef top sirloin cuts, per kilogram",22.39,Dollars,22.39,Dollars
2024-09,retail,beef,"Beef rib cuts, per kilogram",32.88,Dollars,32.88,Dollars
2024-09,retail,beef,"Ground beef, per kilogram",13.59,Dollars,13.59,Dollars
2024-09,retail,pork,"Pork loin cuts, per kilogram",9.71,Dollars,9.71,Dollars
2024-09,retail,pork,"Pork rib cuts, per kilogram",7.92,Dollars,7.92,Dollars
2024-09,retail,pork,"Pork shoulder cuts, per kilogram",7.06,Dollars,7.06,Dollars
2024-09,retail,chicken,"Whole chicken, per kilogram",5.55,Dollars,5.55,Dollars
2024-09,retail,chicken,"Chicken breasts, per kilogram",13.38,Dollars,13.38,Dollars
2024-09,retail,chicken,"Chicken thigh, per kilogram",11.04,Dollars,11.04,Dollars
2024-09,retail,chicken,"Chicken drumsticks, per kilogram",7.58,Dollars,7.58,Dollars
2024-09,retail,pork,"Bacon, 500 grams",6.11,Dollars,12.22,Dollars per kg
2024-09,retail,milk,"Milk, 1 litre",3.8,Dollars,3.8,Dollars per litre
2024-09,retail,milk,"Milk, 2 litres",5.79,Dollars,2.9,Dollars per litre
2024-09,retail,milk,"Milk, 4 litres",6.54,Dollars,1.64,Dollars per litre
2024-09,retail,egg,"Eggs, 1 dozen",4.85,Dollars,4.85,Dollars
2024-10,farm,beef,Steers for slaughter [111111113],240.71,Dollars per hundredweight,5.31,Dollars per kg
2024-10,farm,beef,Heifers for slaughter [111111114],238.37,Dollars per hundredweight,5.26,Dollars per kg
2024-10,farm,pork,Hogs [111121],108.19,Dollars per hundredweight,2.39,Dollars per kg
2024-10,farm,chicken,Chickens for meat [11113131],2.67,Dollars per kilogram,2.67,Dollars per kilogram
2024-10,farm,milk,Unprocessed milk from bovine [11612111],931.69,Dollars per kilolitre,0.93,Dollars per litre
2024-10,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-10,retail,beef,"Beef stewing cuts, per kilogram",20.04,Dollars,20.04,Dollars
2024-10,retail,beef,"Beef striploin cuts, per kilogram",23.74,Dollars,23.74,Dollars
2024-10,retail,beef,"Beef top sirloin cuts, per kilogram",24.16,Dollars,24.16,Dollars
2024-10,retail,beef,"Beef rib cuts, per kilogram",25.29,Dollars,25.29,Dollars
2024-10,retail,beef,"Ground beef, per kilogram",12.88,Dollars,12.88,Dollars
2024-10,retail,pork,"Pork loin cuts, per kilogram",8.8,Dollars,8.8,Dollars
2024-10,retail,pork,"Pork rib cuts, per kilogram",9.12,Dollars,9.12,Dollars
2024-10,retail,pork,"Pork shoulder cuts, per kilogram",6.57,Dollars,6.57,Dollars
2024-10,retail,chicken,"Whole chicken, per kilogram",7.23,Dollars,7.23,Dollars
2024-10,retail,chicken,"Chicken breasts, per kilogram",12.89,Dollars,12.89,Dollars
2024-10,retail,chicken,"Chicken thigh, per kilogram",12.47,Dollars,12.47,Dollars
2024-10,retail,chicken,"Chicken drumsticks, per kilogram",6.38,Dollars,6.38,Dollars
2024-10,retail,pork,"Bacon, 500 grams",6.52,Dollars,13.04,Dollars per kg
2024-10,retail,milk,"Milk, 1 litre",3.77,Dollars,3.77,Dollars per litre
2024-10,retail,milk,"Milk, 2 litres",5.77,Dollars,2.88,Dollars per litre
2024-10,retail,milk,"Milk, 4 litres",6.51,Dollars,1.63,Dollars per litre
2024-10,retail,egg,"Eggs, 1 dozen",4.87,Dollars,4.87,Dollars
2024-11,farm,beef,Steers for slaughter [111111113],243.24,Dollars per hundredweight,5.36,Dollars per kg
2024-11,farm,beef,Heifers for slaughter [111111114],240.86,Dollars per hundredweight,5.31,Dollars per kg
2024-11,farm,pork,Hogs [111121],114.71,Dollars per hundredweight,2.53,Dollars per kg
2024-11,farm,chicken,Chickens for meat [11113131],2.68,Dollars per kilogram,2.68,Dollars per kilogram
2024-11,farm,milk,Unprocessed milk from bovine [11612111],943.73,Dollars per kilolitre,0.94,Dollars per litre
2024-11,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-11,retail,beef,"Beef stewing cuts, per kilogram",17.98,Dollars,17.98,Dollars
2024-11,retail,beef,"Beef striploin cuts, per kilogram",27.66,Dollars,27.66,Dollars
2024-11,retail,beef,"Beef top sirloin cuts, per kilogram",22.83,Dollars,22.83,Dollars
2024-11,retail,beef,"Beef rib cuts, per kilogram",32.28,Dollars,32.28,Dollars
2024-11,retail,beef,"Ground beef, per kilogram",12.98,Dollars,12.98,Dollars
2024-11,retail,pork,"Pork loin cuts, per kilogram",9.02,Dollars,9.02,Dollars
2024-11,retail,pork,"Pork rib cuts, per kilogram",7.83,Dollars,7.83,Dollars
2024-11,retail,pork,"Pork shoulder cuts, per kilogram",9.97,Dollars,9.97,Dollars
2024-11,retail,chicken,"Whole chicken, per kilogram",6.51,Dollars,6.51,Dollars
2024-11,retail,chicken,"Chicken breasts, per kilogram",12.54,Dollars,12.54,Dollars
2024-11,retail,chicken,"Chicken thigh, per kilogram",11.3,Dollars,11.3,Dollars
2024-11,retail,chicken,"Chicken drumsticks, per kilogram",5.88,Dollars,5.88,Dollars
2024-11,retail,pork,"Bacon, 500 grams",6.0,Dollars,12.0,Dollars per kg
2024-11,retail,milk,"Milk, 1 litre",3.8,Dollars,3.8,Dollars per litre
2024-11,retail,milk,"Milk, 2 litres",5.68,Dollars,2.84,Dollars per litre
2024-11,retail,milk,"Milk, 4 litres",6.53,Dollars,1.63,Dollars per litre
2024-11,retail,egg,"Eggs, 1 dozen",4.81,Dollars,4.81,Dollars
2024-12,farm,beef,Steers for slaughter [111111113],251.78,Dollars per hundredweight,5.55,Dollars per kg
2024-12,farm,beef,Heifers for slaughter [111111114],247.83,Dollars per hundredweight,5.46,Dollars per kg
2024-12,farm,pork,Hogs [111121],109.82,Dollars per hundredweight,2.42,Dollars per kg
2024-12,farm,chicken,Chickens for meat [11113131],2.67,Dollars per kilogram,2.67,Dollars per kilogram
2024-12,farm,milk,Unprocessed milk from bovine [11612111],959.55,Dollars per kilolitre,0.96,Dollars per litre
2024-12,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2024-12,retail,beef,"Beef stewing cuts, per kilogram",21.61,Dollars,21.61,Dollars
2024-12,retail,beef,"Beef striploin cuts, per kilogram",23.62,Dollars,23.62,Dollars
2024-12,retail,beef,"Beef top sirloin cuts, per kilogram",20.42,Dollars,20.42,Dollars
2024-12,retail,beef,"Beef rib cuts, per kilogram",23.2,Dollars,23.2,Dollars
2024-12,retail,beef,"Ground beef, per kilogram",13.38,Dollars,13.38,Dollars
2024-12,retail,pork,"Pork loin cuts, per kilogram",8.02,Dollars,8.02,Dollars
2024-12,retail,pork,"Pork rib cuts, per kilogram",7.91,Dollars,7.91,Dollars
2024-12,retail,pork,"Pork shoulder cuts, per kilogram",9.15,Dollars,9.15,Dollars
2024-12,retail,chicken,"Whole chicken, per kilogram",5.95,Dollars,5.95,Dollars
2024-12,retail,chicken,"Chicken breasts, per kilogram",13.29,Dollars,13.29,Dollars
2024-12,retail,chicken,"Chicken thigh, per kilogram",11.95,Dollars,11.95,Dollars
2024-12,retail,chicken,"Chicken drumsticks, per kilogram",7.9,Dollars,7.9,Dollars
2024-12,retail,pork,"Bacon, 500 grams",6.47,Dollars,12.94,Dollars per kg
2024-12,retail,milk,"Milk, 1 litre",3.81,Dollars,3.81,Dollars per litre
2024-12,retail,milk,"Milk, 2 litres",5.77,Dollars,2.88,Dollars per litre
2024-12,retail,milk,"Milk, 4 litres",6.51,Dollars,1.63,Dollars per litre
2024-12,retail,egg,"Eggs, 1 dozen",4.8,Dollars,4.8,Dollars
2025-01,farm,beef,Steers for slaughter [111111113],268.1,Dollars per hundredweight,5.91,Dollars per kg
2025-01,farm,beef,Heifers for slaughter [111111114],263.61,Dollars per hundredweight,5.81,Dollars per kg
2025-01,farm,pork,Hogs [111121],109.62,Dollars per hundredweight,2.42,Dollars per kg
2025-01,farm,chicken,Chickens for meat [11113131],2.64,Dollars per kilogram,2.64,Dollars per kilogram
2025-01,farm,milk,Unprocessed milk from bovine [11612111],962.25,Dollars per kilolitre,0.96,Dollars per litre
2025-01,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2025-01,retail,beef,"Beef stewing cuts, per kilogram",18.28,Dollars,18.28,Dollars
2025-01,retail,beef,"Beef striploin cuts, per kilogram",27.73,Dollars,27.73,Dollars
2025-01,retail,beef,"Beef top sirloin cuts, per kilogram",23.08,Dollars,23.08,Dollars
2025-01,retail,beef,"Beef rib cuts, per kilogram",25.5,Dollars,25.5,Dollars
2025-01,retail,beef,"Ground beef, per kilogram",13.35,Dollars,13.35,Dollars
2025-01,retail,pork,"Pork loin cuts, per kilogram",8.3,Dollars,8.3,Dollars
2025-01,retail,pork,"Pork rib cuts, per kilogram",7.56,Dollars,7.56,Dollars
2025-01,retail,pork,"Pork shoulder cuts, per kilogram",5.14,Dollars,5.14,Dollars
2025-01,retail,chicken,"Whole chicken, per kilogram",5.66,Dollars,5.66,Dollars
2025-01,retail,chicken,"Chicken breasts, per kilogram",13.62,Dollars,13.62,Dollars
2025-01,retail,chicken,"Chicken thigh, per kilogram",12.28,Dollars,12.28,Dollars
2025-01,retail,chicken,"Chicken drumsticks, per kilogram",7.77,Dollars,7.77,Dollars
2025-01,retail,pork,"Bacon, 500 grams",6.3,Dollars,12.6,Dollars per kg
2025-01,retail,milk,"Milk, 1 litre",3.81,Dollars,3.81,Dollars per litre
2025-01,retail,milk,"Milk, 2 litres",5.76,Dollars,2.88,Dollars per litre
2025-01,retail,milk,"Milk, 4 litres",6.49,Dollars,1.62,Dollars per litre
2025-01,retail,egg,"Eggs, 1 dozen",4.87,Dollars,4.87,Dollars
2025-02,farm,beef,Steers for slaughter [111111113],282.26,Dollars per hundredweight,6.22,Dollars per kg
2025-02,farm,beef,Heifers for slaughter [111111114],277.89,Dollars per hundredweight,6.13,Dollars per kg
2025-02,farm,pork,Hogs [111121],113.47,Dollars per hundredweight,2.5,Dollars per kg
2025-02,farm,chicken,Chickens for meat [11113131],2.68,Dollars per kilogram,2.68,Dollars per kilogram
2025-02,farm,milk,Unprocessed milk from bovine [11612111],933.89,Dollars per kilolitre,0.93,Dollars per litre
2025-02,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2025-02,retail,beef,"Beef stewing cuts, per kilogram",19.77,Dollars,19.77,Dollars
2025-02,retail,beef,"Beef striploin cuts, per kilogram",29.25,Dollars,29.25,Dollars
2025-02,retail,beef,"Beef top sirloin cuts, per kilogram",27.15,Dollars,27.15,Dollars
2025-02,retail,beef,"Beef rib cuts, per kilogram",29.29,Dollars,29.29,Dollars
2025-02,retail,beef,"Ground beef, per kilogram",12.96,Dollars,12.96,Dollars
2025-02,retail,pork,"Pork loin cuts, per kilogram",7.87,Dollars,7.87,Dollars
2025-02,retail,pork,"Pork rib cuts, per kilogram",8.04,Dollars,8.04,Dollars
2025-02,retail,pork,"Pork shoulder cuts, per kilogram",7.35,Dollars,7.35,Dollars
2025-02,retail,chicken,"Whole chicken, per kilogram",5.97,Dollars,5.97,Dollars
2025-02,retail,chicken,"Chicken breasts, per kilogram",11.95,Dollars,11.95,Dollars
2025-02,retail,chicken,"Chicken thigh, per kilogram",11.12,Dollars,11.12,Dollars
2025-02,retail,chicken,"Chicken drumsticks, per kilogram",6.05,Dollars,6.05,Dollars
2025-02,retail,pork,"Bacon, 500 grams",6.49,Dollars,12.98,Dollars per kg
2025-02,retail,milk,"Milk, 1 litre",3.84,Dollars,3.84,Dollars per litre
2025-02,retail,milk,"Milk, 2 litres",5.81,Dollars,2.9,Dollars per litre
2025-02,retail,milk,"Milk, 4 litres",6.66,Dollars,1.67,Dollars per litre
2025-02,retail,egg,"Eggs, 1 dozen",4.83,Dollars,4.83,Dollars
2025-03,farm,beef,Steers for slaughter [111111113],264.83,Dollars per hundredweight,5.84,Dollars per kg
2025-03,farm,beef,Heifers for slaughter [111111114],264.09,Dollars per hundredweight,5.82,Dollars per kg
2025-03,farm,pork,Hogs [111121],116.63,Dollars per hundredweight,2.57,Dollars per kg
2025-03,farm,chicken,Chickens for meat [11113131],2.71,Dollars per kilogram,2.71,Dollars per kilogram
2025-03,farm,milk,Unprocessed milk from bovine [11612111],959.34,Dollars per kilolitre,0.96,Dollars per litre
2025-03,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2025-03,retail,beef,"Beef stewing cuts, per kilogram",21.3,Dollars,21.3,Dollars
2025-03,retail,beef,"Beef striploin cuts, per kilogram",33.93,Dollars,33.93,Dollars
2025-03,retail,beef,"Beef top sirloin cuts, per kilogram",22.25,Dollars,22.25,Dollars
2025-03,retail,beef,"Beef rib cuts, per kilogram",37.56,Dollars,37.56,Dollars
2025-03,retail,beef,"Ground beef, per kilogram",13.32,Dollars,13.32,Dollars
2025-03,retail,pork,"Pork loin cuts, per kilogram",7.96,Dollars,7.96,Dollars
2025-03,retail,pork,"Pork rib cuts, per kilogram",7.7,Dollars,7.7,Dollars
2025-03,retail,pork,"Pork shoulder cuts, per kilogram",9.3,Dollars,9.3,Dollars
2025-03,retail,chicken,"Whole chicken, per kilogram",5.81,Dollars,5.81,Dollars
2025-03,retail,chicken,"Chicken breasts, per kilogram",13.57,Dollars,13.57,Dollars
2025-03,retail,chicken,"Chicken thigh, per kilogram",10.01,Dollars,10.01,Dollars
2025-03,retail,chicken,"Chicken drumsticks, per kilogram",5.98,Dollars,5.98,Dollars
2025-03,retail,pork,"Bacon, 500 grams",6.49,Dollars,12.98,Dollars per kg
2025-03,retail,milk,"Milk, 1 litre",3.84,Dollars,3.84,Dollars per litre
2025-03,retail,milk,"Milk, 2 litres",5.8,Dollars,2.9,Dollars per litre
2025-03,retail,milk,"Milk, 4 litres",6.63,Dollars,1.66,Dollars per litre
2025-03,retail,egg,"Eggs, 1 dozen",4.83,Dollars,4.83,Dollars
2025-04,farm,beef,Steers for slaughter [111111113],284.29,Dollars per hundredweight,6.27,Dollars per kg
2025-04,farm,beef,Heifers for slaughter [111111114],281.76,Dollars per hundredweight,6.21,Dollars per kg
2025-04,farm,pork,Hogs [111121],111.55,Dollars per hundredweight,2.46,Dollars per kg
2025-04,farm,chicken,Chickens for meat [11113131],2.71,Dollars per kilogram,2.71,Dollars per kilogram
2025-04,farm,milk,Unprocessed milk from bovine [11612111],927.31,Dollars per kilolitre,0.93,Dollars per litre
2025-04,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2025-04,retail,beef,"Beef stewing cuts, per kilogram",22.02,Dollars,22.02,Dollars
2025-04,retail,beef,"Beef striploin cuts, per kilogram",31.88,Dollars,31.88,Dollars
2025-04,retail,beef,"Beef top sirloin cuts, per kilogram",26.97,Dollars,26.97,Dollars
2025-04,retail,beef,"Beef rib cuts, per kilogram",25.37,Dollars,25.37,Dollars
2025-04,retail,beef,"Ground beef, per kilogram",13.04,Dollars,13.04,Dollars
2025-04,retail,pork,"Pork loin cuts, per kilogram",10.38,Dollars,10.38,Dollars
2025-04,retail,pork,"Pork rib cuts, per kilogram",9.61,Dollars,9.61,Dollars
2025-04,retail,pork,"Pork shoulder cuts, per kilogram",10.42,Dollars,10.42,Dollars
2025-04,retail,chicken,"Whole chicken, per kilogram",5.74,Dollars,5.74,Dollars
2025-04,retail,chicken,"Chicken breasts, per kilogram",12.9,Dollars,12.9,Dollars
2025-04,retail,chicken,"Chicken thigh, per kilogram",12.69,Dollars,12.69,Dollars
2025-04,retail,chicken,"Chicken drumsticks, per kilogram",6.32,Dollars,6.32,Dollars
2025-04,retail,pork,"Bacon, 500 grams",6.34,Dollars,12.68,Dollars per kg
2025-04,retail,milk,"Milk, 1 litre",3.82,Dollars,3.82,Dollars per litre
2025-04,retail,milk,"Milk, 2 litres",5.8,Dollars,2.9,Dollars per litre
2025-04,retail,milk,"Milk, 4 litres",6.65,Dollars,1.66,Dollars per litre
2025-04,retail,egg,"Eggs, 1 dozen",4.82,Dollars,4.82,Dollars
2025-05,farm,beef,Steers for slaughter [111111113],294.3,Dollars per hundredweight,6.49,Dollars per kg
2025-05,farm,beef,Heifers for slaughter [111111114],292.1,Dollars per hundredweight,6.44,Dollars per kg
2025-05,farm,pork,Hogs [111121],115.59,Dollars per hundredweight,2.55,Dollars per kg
2025-05,farm,chicken,Chickens for meat [11113131],2.74,Dollars per kilogram,2.74,Dollars per kilogram
2025-05,farm,milk,Unprocessed milk from bovine [11612111],894.2,Dollars per kilolitre,0.89,Dollars per litre
2025-05,farm,egg,Eggs in shell [116111],2.04,Dollars per dozen,2.04,Dollars per dozen
2025-05,retail,beef,"Beef stewing cuts, per kilogram",22.91,Dollars,22.91,Dollars
2025-05,retail,beef,"Beef striploin cuts, per kilogram",31.19,Dollars,31.19,Dollars
2025-05,retail,beef,"Beef top sirloin cuts, per kilogram",22.99,Dollars,22.99,Dollars
2025-05,retail,beef,"Beef rib cuts, per kilogram",30.53,Dollars,30.53,Dollars
2025-05,retail,beef,"Ground beef, per kilogram",14.53,Dollars,14.53,Dollars
2025-05,retail,pork,"Pork loin cuts, per kilogram",7.72,Dollars,7.72,Dollars
2025-05,retail,pork,"Pork rib cuts, per kilogram",8.57,Dollars,8.57,Dollars
2025-05,retail,pork,"Pork shoulder cuts, per kilogram",10.53,Dollars,10.53,Dollars
2025-05,retail,chicken,"Whole chicken, per kilogram",5.56,Dollars,5.56,Dollars
2025-05,retail,chicken,"Chicken breasts, per kilogram",13.73,Dollars,13.73,Dollars
2025-05,retail,chicken,"Chicken thigh, per kilogram",12.93,Dollars,12.93,Dollars
2025-05,retail,chicken,"Chicken drumsticks, per kilogram",7.97,Dollars,7.97,Dollars
2025-05,retail,pork,"Bacon, 500 grams",6.75,Dollars,13.5,Dollars per kg
2025-05,retail,milk,"Milk, 1 litre",3.84,Dollars,3.84,Dollars per litre
2025-05,retail,milk,"Milk, 2 litres",5.8,Dollars,2.9,Dollars per litre
2025-05,retail,milk,"Milk, 4 litres",6.68,Dollars,1.67,Dollars per litre
2025-05,retail,egg,"Eggs, 1 dozen",4.83,Dollars,4.83,Dollars
2025-06,farm,beef,Steers for slaughter [111111113],310.07,Dollars per hundredweight,6.84,Dollars per kg
2025-06,farm,beef,Heifers for slaughter [111111114],307.16,Dollars per hundredweight,6.77,Dollars per kg
2025-06,farm,pork,Hogs [111121],126.61,Dollars per hundredweight,2.79,Dollars per kg
2025-06,farm,chicken,Chickens for meat [11113131],2.7,Dollars per kilogram,2.7,Dollars per kilogram
2025-06,farm,milk,Unprocessed milk from bovine [11612111],888.25,Dollars per kilolitre,0.89,Dollars per litre
2025-06,farm,egg,Eggs in shell [116111],2.05,Dollars per dozen,2.05,Dollars per dozen
2025-06,retail,beef,"Beef stewing cuts, per kilogram",23.69,Dollars,23.69,Dollars
2025-06,retail,beef,"Beef striploin cuts, per kilogram",25.67,Dollars,25.67,Dollars
2025-06,retail,beef,"Beef top sirloin cuts, per kilogram",29.45,Dollars,29.45,Dollars
2025-06,retail,beef,"Beef rib cuts, per kilogram",34.41,Dollars,34.41,Dollars
2025-06,retail,beef,"Ground beef, per kilogram",14.77,Dollars,14.77,Dollars
2025-06,retail,pork,"Pork loin cuts, per kilogram",8.23,Dollars,8.23,Dollars
2025-06,retail,pork,"Pork rib cuts, per kilogram",10.37,Dollars,10.37,Dollars
2025-06,retail,pork,"Pork shoulder cuts, per kilogram",10.33,Dollars,10.33,Dollars
2025-06,retail,chicken,"Whole chicken, per kilogram",6.94,Dollars,6.94,Dollars
2025-06,retail,chicken,"Chicken breasts, per kilogram",13.07,Dollars,13.07,Dollars
2025-06,retail,chicken,"Chicken thigh, per kilogram",10.59,Dollars,10.59,Dollars
2025-06,retail,chicken,"Chicken drumsticks, per kilogram",6.59,Dollars,6.59,Dollars
2025-06,retail,pork,"Bacon, 500 grams",6.54,Dollars,13.08,Dollars per kg
2025-06,retail,milk,"Milk, 1 litre",3.85,Dollars,3.85,Dollars per litre
2025-06,retail,milk,"Milk, 2 litres",5.81,Dollars,2.9,Dollars per litre
2025-06,retail,milk,"Milk, 4 litres",6.75,Dollars,1.69,Dollars per litre
2025-06,retail,egg,"Eggs, 1 dozen",4.84,Dollars,4.84,Dollars
2025-07,farm,beef,Steers for slaughter [111111113],312.16,Dollars per hundredweight,6.88,Dollars per kg
2025-07,farm,beef,Heifers for slaughter [111111114],309.01,Dollars per hundredweight,6.81,Dollars per kg
2025-07,farm,pork,Hogs [111121],133.4,Dollars per hundredweight,2.94,Dollars per kg
2025-07,farm,chicken,Chickens for meat [11113131],2.7,Dollars per kilogram,2.7,Dollars per kilogram
2025-07,farm,milk,Unprocessed milk from bovine [11612111],880.19,Dollars per kilolitre,0.88,Dollars per litre
2025-07,farm,egg,Eggs in shell [116111],2.05,Dollars per dozen,2.05,Dollars per dozen
2025-07,retail,beef,"Beef stewing cuts, per kilogram",23.91,Dollars,23.91,Dollars
2025-07,retail,beef,"Beef striploin cuts, per kilogram",30.78,Dollars,30.78,Dollars
2025-07,retail,beef,"Beef top sirloin cuts, per kilogram",28.82,Dollars,28.82,Dollars
2025-07,retail,beef,"Beef rib cuts, per kilogram",30.3,Dollars,30.3,Dollars
2025-07,retail,beef,"Ground beef, per kilogram",14.28,Dollars,14.28,Dollars
