month,stage,protein,product,price_per_unit,uom,normalised_price,normalised_uom
2021-03,farm,pork,Hogs [111121],104.11,Dollars per hundredweight,2.3,Dollars per kg
2021-03,farm,chicken,Chickens for meat [11113131],2.29,Dollars per kilogram,2.29,Dollars per kilogram
2021-03,farm,milk,Unprocessed milk from bovine [11612111],769.81,Dollars per kilolitre,0.77,Dollars per litre
2021-03,farm,egg,Eggs in shell [116111],1.71,Dollars per dozen,1.71,Dollars per dozen
2021-03,retail,beef,"Beef stewing cuts, per kilogram",14.38,Dollars,14.38,Dollars
2021-03,retail,beef,"Beef striploin cuts, per kilogram",24.71,Dollars,24.71,Dollars
2021-03,retail,beef,"Beef top sirloin cuts, per kilogram",14.6,Dollars,14.6,Dollars
2021-03,retail,beef,"Beef rib cuts, per kilogram",18.58,Dollars,18.58,Dollars
2021-03,retail,beef,"Ground beef, per kilogram",9.09,Dollars,9.09,Dollars
2021-03,retail,pork,"Pork loin cuts, per kilogram",6.82,Dollars,6.82,Dollars
2021-03,retail,pork,"Pork rib cuts, per kilogram",9.37,Dollars,9.37,Dollars
2021-03,retail,pork,"Pork shoulder cuts, per kilogram",5.17,Dollars,5.17,Dollars
2021-03,retail,chicken,"Whole chicken, per kilogram",5.32,Dollars,5.32,Dollars
2021-03,retail,chicken,"Chicken breasts, per kilogram",11.69,Dollars,11.69,Dollars
2021-03,retail,chicken,"Chicken thigh, per kilogram",8.85,Dollars,8.85,Dollars
2021-03,retail,chicken,"Chicken drumsticks, per kilogram",5.5,Dollars,5.5,Dollars
2021-03,retail,pork,"Bacon, 500 grams",6.4,Dollars,12.8,Dollars per kg
2021-03,retail,milk,"Milk, 1 litre",3.28,Dollars,3.28,Dollars per litre
2021-03,retail,milk,"Milk, 2 litres",4.89,Dollars,2.44,Dollars per litre
2021-03,retail,milk,"Milk, 4 litres",5.14,Dollars,1.28,Dollars per litre
2021-03,retail,egg,"Eggs, 1 dozen",3.97,Dollars,3.97,Dollars
2021-04,farm,beef,Steers for slaughter [111111113],144.14,Dollars per hundredweight,3.18,Dollars per kg
2021-04,farm,beef,Heifers for slaughter [111111114],143.06,Dollars per hundredweight,3.15,Dollars per kg
2021-04,farm,pork,Hogs [111121],117.27,Dollars per hundredweight,2.59,Dollars per kg
2021-04,farm,chicken,Chickens for meat [11113131],2.4,Dollars per kilogram,2.4,Dollars per kilogram
2021-04,farm,milk,Unprocessed milk from bovine [11612111],747.91,Dollars per kilolitre,0.75,Dollars per litre
2021-04,farm,egg,Eggs in shell [116111],1.71,Dollars per dozen,1.71,Dollars per dozen
2021-04,retail,beef,"Beef stewing cuts, per kilogram",15.54,Dollars,15.54,Dollars
2021-04,retail,beef,"Beef striploin cuts, per kilogram",22.4,Dollars,22.4,Dollars
2021-04,retail,beef,"Beef top sirloin cuts, per kilogram",17.24,Dollars,17.24,Dollars
2021-04,retail,beef,"Beef rib cuts, per kilogram",22.25,Dollars,22.25,Dollars
2021-04,retail,beef,"Ground beef, per kilogram",8.92,Dollars,8.92,Dollars
2021-04,retail,pork,"Pork loin cuts, per kilogram",8.82,Dollars,8.82,Dollars
2021-04,retail,pork,"Pork rib cuts, per kilogram",9.99,Dollars,9.99,Dollars
2021-04,retail,pork,"Pork shoulder cuts, per kilogram",6.75,Dollars,6.75,Dollars
2021-04,retail,chicken,"Whole chicken, per kilogram",5.74,Dollars,5.74,Dollars
2021-04,retail,chicken,"Chicken breasts, per kilogram",13.24,Dollars,13.24,Dollars
2021-04,retail,chicken,"Chicken thigh, per kilogram",10.87,Dollars,10.87,Dollars
2021-04,retail,chicken,"Chicken drumsticks, per kilogram",7.27,Dollars,7.27,Dollars
2021-04,retail,pork,"Bacon, 500 grams",6.18,Dollars,12.36,Dollars per kg
2021-04,retail,milk,"Milk, 1 litre",3.32,Dollars,3.32,Dollars per litre
2021-04,retail,milk,"Milk, 2 litres",4.93,Dollars,2.46,Dollars per litre
2021-04,retail,milk,"Milk, 4 litres",5.13,Dollars,1.28,Dollars per litre
2021-04,retail,egg,"Eggs, 1 dozen",3.97,Dollars,3.97,Dollars
2021-05,farm,beef,Steers for slaughter [111111113],148.95,Dollars per hundredweight,3.28,Dollars per kg
2021-05,farm,beef,Heifers for slaughter [111111114],147.31,Dollars per hundredweight,3.25,Dollars per kg
2021-05,farm,pork,Hogs [111121],119.44,Dollars per hundredweight,2.63,Dollars per kg
2021-05,farm,chicken,Chickens for meat [11113131],2.45,Dollars per kilogram,2.45,Dollars per kilogram
2021-05,farm,milk,Unprocessed milk from bovine [11612111],765.66,Dollars per kilolitre,0.77,Dollars per litre
2021-05,farm,egg,Eggs in shell [116111],1.71,Dollars per dozen,1.71,Dollars per dozen
2021-05,retail,beef,"Beef stewing cuts, per kilogram",15.44,Dollars,15.44,Dollars
2021-05,retail,beef,"Beef striploin cuts, per kilogram",23.17,Dollars,23.17,Dollars
2021-05,retail,beef,"Beef top sirloin cuts, per kilogram",14.2,Dollars,14.2,Dollars
2021-05,retail,beef,"Beef rib cuts, per kilogram",29.57,Dollars,29.57,Dollars
2021-05,retail,beef,"Ground beef, per kilogram",9.12,Dollars,9.12,Dollars
2021-05,retail,pork,"Pork loin cuts, per kilogram",8.79,Dollars,8.79,Dollars
2021-05,retail,pork,"Pork rib cuts, per kilogram",9.61,Dollars,9.61,Dollars
2021-05,retail,pork,"Pork shoulder cuts, per kilogram",6.58,Dollars,6.58,Dollars
2021-05,retail,chicken,"Whole chicken, per kilogram",5.55,Dollars,5.55,Dollars
2021-05,retail,chicken,"Chicken breasts, per kilogram",12.56,Dollars,12.56,Dollars
2021-05,retail,chicken,"Chicken thigh, per kilogram",8.87,Dollars,8.87,Dollars
2021-05,retail,chicken,"Chicken drumsticks, per kilogram",5.61,Dollars,5.61,Dollars
2021-05,retail,pork,"Bacon, 500 grams",6.82,Dollars,13.64,Dollars per kg
2021-05,retail,milk,"Milk, 1 litre",3.31,Dollars,3.31,Dollars per litre
2021-05,retail,milk,"Milk, 2 litres",4.96,Dollars,2.48,Dollars per litre
2021-05,retail,milk,"Milk, 4 litres",5.2,Dollars,1.3,Dollars per litre
2021-05,retail,egg,"Eggs, 1 dozen",3.92,Dollars,3.92,Dollars
2021-06,farm,beef,Steers for slaughter [111111113],158.35,Dollars per hundredweight,3.49,Dollars per kg
2021-06,farm,beef,Heifers for slaughter [111111114],156.89,Dollars per hundredweight,3.46,Dollars per kg
2021-06,farm,pork,Hogs [111121],125.76,Dollars per hundredweight,2.77,Dollars per kg
2021-06,farm,chicken,Chickens for meat [11113131],2.45,Dollars per kilogram,2.45,Dollars per kilogram
2021-06,farm,milk,Unprocessed milk from bovine [11612111],732.9,Dollars per kilolitre,0.73,Dollars per litre
2021-06,farm,egg,Eggs in shell [116111],1.71,Dollars per dozen,1.71,Dollars per dozen
2021-06,retail,beef,"Beef stewing cuts, per kilogram",16.2,Dollars,16.2,Dollars
2021-06,retail,beef,"Beef striploin cuts, per kilogram",24.58,Dollars,24.58,Dollars
2021-06,retail,beef,"Beef top sirloin cuts, per kilogram",18.69,Dollars,18.69,Dollars
2021-06,retail,beef,"Beef rib cuts, per kilogram",28.29,Dollars,28.29,Dollars
2021-06,retail,beef,"Ground beef, per kilogram",8.05,Dollars,8.05,Dollars
2021-06,retail,pork,"Pork loin cuts, per kilogram",8.39,Dollars,8.39,Dollars
2021-06,retail,pork,"Pork rib cuts, per kilogram",11.29,Dollars,11.29,Dollars
2021-06,retail,pork,"Pork shoulder cuts, per kilogram",6.08,Dollars,6.08,Dollars
2021-06,retail,chicken,"Whole chicken, per kilogram",5.19,Dollars,5.19,Dollars
2021-06,retail,chicken,"Chicken breasts, per kilogram",12.95,Dollars,12.95,Dollars
2021-06,retail,chicken,"Chicken thigh, per kilogram",9.92,Dollars,9.92,Dollars
2021-06,retail,chicken,"Chicken drumsticks, per kilogram",6.4,Dollars,6.4,Dollars
2021-06,retail,pork,"Bacon, 500 grams",6.27,Dollars,12.54,Dollars per kg
2021-06,retail,milk,"Milk, 1 litre",3.32,Dollars,3.32,Dollars per litre
2021-06,retail,milk,"Milk, 2 litres",4.92,Dollars,2.46,Dollars per litre
2021-06,retail,milk,"Milk, 4 litres",5.16,Dollars,1.29,Dollars per litre
2021-06,retail,egg,"Eggs, 1 dozen",3.94,Dollars,3.94,Dollars
2021-07,farm,beef,Steers for slaughter [111111113],153.78,Dollars per hundredweight,3.39,Dollars per kg
2021-07,farm,beef,Heifers for slaughter [111111114],151.51,Dollars per hundredweight,3.34,Dollars per kg
2021-07,farm,pork,Hogs [111121],122.91,Dollars per hundredweight,2.71,Dollars per kg
2021-07,farm,chicken,Chickens for meat [11113131],2.42,Dollars per kilogram,2.42,Dollars per kilogram
2021-07,farm,milk,Unprocessed milk from bovine [11612111],716.5,Dollars per kilolitre,0.72,Dollars per litre
2021-07,farm,egg,Eggs in shell [116111],1.77,Dollars per dozen,1.77,Dollars per dozen
2021-07,retail,beef,"Beef stewing cuts, per kilogram",16.61,Dollars,16.61,Dollars
2021-07,retail,beef,"Beef striploin cuts, per kilogram",26.25,Dollars,26.25,Dollars
2021-07,retail,beef,"Beef top sirloin cuts, per kilogram",16.16,Dollars,16.16,Dollars
2021-07,retail,beef,"Beef rib cuts, per kilogram",26.14,Dollars,26.14,Dollars
2021-07,retail,beef,"Ground beef, per kilogram",8.58,Dollars,8.58,Dollars
2021-07,retail,pork,"Pork loin cuts, per kilogram",10.11,Dollars,10.11,Dollars
2021-07,retail,pork,"Pork rib cuts, per kilogram",13.19,Dollars,13.19,Dollars
2021-07,retail,pork,"Pork shoulder cuts, per kilogram",5.42,Dollars,5.42,Dollars
2021-07,retail,chicken,"Whole chicken, per kilogram",6.79,Dollars,6.79,Dollars
2021-07,retail,chicken,"Chicken breasts, per kilogram",12.08,Dollars,12.08,Dollars
2021-07,retail,chicken,"Chicken thigh, per kilogram",8.98,Dollars,8.98,Dollars
2021-07,retail,chicken,"Chicken drumsticks, per kilogram",5.83,Dollars,5.83,Dollars
2021-07,retail,pork,"Bacon, 500 grams",6.83,Dollars,13.66,Dollars per kg
2021-07,retail,milk,"Milk, 1 litre",3.33,Dollars,3.33,Dollars per litre
2021-07,retail,milk,"Milk, 2 litres",4.97,Dollars,2.48,Dollars per litre
2021-07,retail,milk,"Milk, 4 litres",5.17,Dollars,1.29,Dollars per litre
2021-07,retail,egg,"Eggs, 1 dozen",3.91,Dollars,3.91,Dollars
2021-08,farm,beef,Steers for slaughter [111111113],152.79,Dollars per hundredweight,3.37,Dollars per kg
2021-08,farm,beef,Heifers for slaughter [111111114],151.39,Dollars per hundredweight,3.34,Dollars per kg
2021-08,farm,pork,Hogs [111121],124.99,Dollars per hundredweight,2.76,Dollars per kg
2021-08,farm,chicken,Chickens for meat [11113131],2.51,Dollars per kilogram,2.51,Dollars per kilogram
2021-08,farm,milk,Unprocessed milk from bovine [11612111],719.03,Dollars per kilolitre,0.72,Dollars per litre
2021-08,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2021-08,retail,beef,"Beef stewing cuts, per kilogram",16.64,Dollars,16.64,Dollars
2021-08,retail,beef,"Beef striploin cuts, per kilogram",28.75,Dollars,28.75,Dollars
2021-08,retail,beef,"Beef top sirloin cuts, per kilogram",18.44,Dollars,18.44,Dollars
2021-08,retail,beef,"Beef rib cuts, per kilogram",23.68,Dollars,23.68,Dollars
2021-08,retail,beef,"Ground beef, per kilogram",9.31,Dollars,9.31,Dollars
2021-08,retail,pork,"Pork loin cuts, per kilogram",8.44,Dollars,8.44,Dollars
2021-08,retail,pork,"Pork rib cuts, per kilogram",13.74,Dollars,13.74,Dollars
2021-08,retail,pork,"Pork shoulder cuts, per kilogram",7.07,Dollars,7.07,Dollars
2021-08,retail,chicken,"Whole chicken, per kilogram",6.5,Dollars,6.5,Dollars
2021-08,retail,chicken,"Chicken breasts, per kilogram",13.75,Dollars,13.75,Dollars
2021-08,retail,chicken,"Chicken thigh, per kilogram",9.96,Dollars,9.96,Dollars
2021-08,retail,chicken,"Chicken drumsticks, per kilogram",6.23,Dollars,6.23,Dollars
2021-08,retail,pork,"Bacon, 500 grams",7.11,Dollars,14.22,Dollars per kg
2021-08,retail,milk,"Milk, 1 litre",3.33,Dollars,3.33,Dollars per litre
2021-08,retail,milk,"Milk, 2 litres",4.95,Dollars,2.48,Dollars per litre
2021-08,retail,milk,"Milk, 4 litres",5.14,Dollars,1.28,Dollars per litre
2021-08,retail,egg,"Eggs, 1 dozen",4.06,Dollars,4.06,Dollars
2021-09,farm,beef,Steers for slaughter [111111113],155.21,Dollars per hundredweight,3.42,Dollars per kg
2021-09,farm,beef,Heifers for slaughter [111111114],153.28,Dollars per hundredweight,3.38,Dollars per kg
2021-09,farm,pork,Hogs [111121],110.99,Dollars per hundredweight,2.45,Dollars per kg
2021-09,farm,chicken,Chickens for meat [11113131],2.5,Dollars per kilogram,2.5,Dollars per kilogram
2021-09,farm,milk,Unprocessed milk from bovine [11612111],747.78,Dollars per kilolitre,0.75,Dollars per litre
2021-09,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2021-09,retail,beef,"Beef stewing cuts, per kilogram",16.4,Dollars,16.4,Dollars
2021-09,retail,beef,"Beef striploin cuts, per kilogram",21.4,Dollars,21.4,Dollars
2021-09,retail,beef,"Beef top sirloin cuts, per kilogram",20.71,Dollars,20.71,Dollars
2021-09,retail,beef,"Beef rib cuts, per kilogram",25.09,Dollars,25.09,Dollars
2021-09,retail,beef,"Ground beef, per kilogram",9.36,Dollars,9.36,Dollars
2021-09,retail,pork,"Pork loin cuts, per kilogram",9.72,Dollars,9.72,Dollars
2021-09,retail,pork,"Pork rib cuts, per kilogram",9.84,Dollars,9.84,Dollars
2021-09,retail,pork,"Pork shoulder cuts, per kilogram",8.15,Dollars,8.15,Dollars
2021-09,retail,chicken,"Whole chicken, per kilogram",6.12,Dollars,6.12,Dollars
2021-09,retail,chicken,"Chicken breasts, per kilogram",12.86,Dollars,12.86,Dollars
2021-09,retail,chicken,"Chicken thigh, per kilogram",9.83,Dollars,9.83,Dollars
2021-09,retail,chicken,"Chicken drumsticks, per kilogram",6.27,Dollars,6.27,Dollars
2021-09,retail,pork,"Bacon, 500 grams",6.81,Dollars,13.62,Dollars per kg
2021-09,retail,milk,"Milk, 1 litre",3.33,Dollars,3.33,Dollars per litre
2021-09,retail,milk,"Milk, 2 litres",4.98,Dollars,2.49,Dollars per litre
2021-09,retail,milk,"Milk, 4 litres",5.16,Dollars,1.29,Dollars per litre
2021-09,retail,egg,"Eggs, 1 dozen",3.94,Dollars,3.94,Dollars
2021-10,farm,beef,Steers for slaughter [111111113],158.72,Dollars per hundredweight,3.5,Dollars per kg
2021-10,farm,beef,Heifers for slaughter [111111114],157.04,Dollars per hundredweight,3.46,Dollars per kg
2021-10,farm,pork,Hogs [111121],104.17,Dollars per hundredweight,2.3,Dollars per kg
2021-10,farm,chicken,Chickens for meat [11113131],2.45,Dollars per kilogram,2.45,Dollars per kilogram
2021-10,farm,milk,Unprocessed milk from bovine [11612111],765.13,Dollars per kilolitre,0.77,Dollars per litre
2021-10,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2021-10,retail,beef,"Beef stewing cuts, per kilogram",18.04,Dollars,18.04,Dollars
2021-10,retail,beef,"Beef striploin cuts, per kilogram",26.85,Dollars,26.85,Dollars
2021-10,retail,beef,"Beef top sirloin cuts, per kilogram",13.28,Dollars,13.28,Dollars
2021-10,retail,beef,"Beef rib cuts, per kilogram",19.5,Dollars,19.5,Dollars
2021-10,retail,beef,"Ground beef, per kilogram",10.03,Dollars,10.03,Dollars
2021-10,retail,pork,"Pork loin cuts, per kilogram",7.79,Dollars,7.79,Dollars
2021-10,retail,pork,"Pork rib cuts, per kilogram",11.45,Dollars,11.45,Dollars
2021-10,retail,pork,"Pork shoulder cuts, per kilogram",7.9,Dollars,7.9,Dollars
2021-10,retail,chicken,"Whole chicken, per kilogram",6.37,Dollars,6.37,Dollars
2021-10,retail,chicken,"Chicken breasts, per kilogram",12.61,Dollars,12.61,Dollars
2021-10,retail,chicken,"Chicken thigh, per kilogram",11.86,Dollars,11.86,Dollars
2021-10,retail,chicken,"Chicken drumsticks, per kilogram",7.72,Dollars,7.72,Dollars
2021-10,retail,pork,"Bacon, 500 grams",6.92,Dollars,13.84,Dollars per kg
2021-10,retail,milk,"Milk, 1 litre",3.33,Dollars,3.33,Dollars per litre
2021-10,retail,milk,"Milk, 2 litres",4.98,Dollars,2.49,Dollars per litre
2021-10,retail,milk,"Milk, 4 litres",5.14,Dollars,1.28,Dollars per litre
2021-10,retail,egg,"Eggs, 1 dozen",4.09,Dollars,4.09,Dollars
2021-11,farm,beef,Steers for slaughter [111111113],158.69,Dollars per hundredweight,3.5,Dollars per kg
2021-11,farm,beef,Heifers for slaughter [111111114],156.94,Dollars per hundredweight,3.46,Dollars per kg
2021-11,farm,pork,Hogs [111121],91.2,Dollars per hundredweight,2.01,Dollars per kg
2021-11,farm,chicken,Chickens for meat [11113131],2.47,Dollars per kilogram,2.47,Dollars per kilogram
2021-11,farm,milk,Unprocessed milk from bovine [11612111],766.78,Dollars per kilolitre,0.77,Dollars per litre
2021-11,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2021-11,retail,beef,"Beef stewing cuts, per kilogram",17.56,Dollars,17.56,Dollars
2021-11,retail,beef,"Beef striploin cuts, per kilogram",21.84,Dollars,21.84,Dollars
2021-11,retail,beef,"Beef top sirloin cuts, per kilogram",18.36,Dollars,18.36,Dollars
2021-11,retail,beef,"Beef rib cuts, per kilogram",30.13,Dollars,30.13,Dollars
2021-11,retail,beef,"Ground beef, per kilogram",10.03,Dollars,10.03,Dollars
2021-11,retail,pork,"Pork loin cuts, per kilogram",9.15,Dollars,9.15,Dollars
2021-11,retail,pork,"Pork rib cuts, per kilogram",11.8,Dollars,11.8,Dollars
2021-11,retail,pork,"Pork shoulder cuts, per kilogram",7.98,Dollars,7.98,Dollars
2021-11,retail,chicken,"Whole chicken, per kilogram",6.05,Dollars,6.05,Dollars
2021-11,retail,chicken,"Chicken breasts, per kilogram",13.63,Dollars,13.63,Dollars
2021-11,retail,chicken,"Chicken thigh, per kilogram",9.17,Dollars,9.17,Dollars
2021-11,retail,chicken,"Chicken drumsticks, per kilogram",5.71,Dollars,5.71,Dollars
2021-11,retail,pork,"Bacon, 500 grams",7.28,Dollars,14.56,Dollars per kg
2021-11,retail,milk,"Milk, 1 litre",3.32,Dollars,3.32,Dollars per litre
2021-11,retail,milk,"Milk, 2 litres",4.85,Dollars,2.42,Dollars per litre
2021-11,retail,milk,"Milk, 4 litres",5.16,Dollars,1.29,Dollars per litre
2021-11,retail,egg,"Eggs, 1 dozen",4.06,Dollars,4.06,Dollars
2021-12,farm,beef,Steers for slaughter [111111113],165.57,Dollars per hundredweight,3.65,Dollars per kg
2021-12,farm,beef,Heifers for slaughter [111111114],162.81,Dollars per hundredweight,3.59,Dollars per kg
2021-12,farm,pork,Hogs [111121],87.74,Dollars per hundredweight,1.93,Dollars per kg
2021-12,farm,chicken,Chickens for meat [11113131],2.44,Dollars per kilogram,2.44,Dollars per kilogram
2021-12,farm,milk,Unprocessed milk from bovine [11612111],803.72,Dollars per kilolitre,0.8,Dollars per litre
2021-12,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2021-12,retail,beef,"Beef stewing cuts, per kilogram",18.93,Dollars,18.93,Dollars
2021-12,retail,beef,"Beef striploin cuts, per kilogram",20.32,Dollars,20.32,Dollars
2021-12,retail,beef,"Beef top sirloin cuts, per kilogram",13.29,Dollars,13.29,Dollars
2021-12,retail,beef,"Beef rib cuts, per kilogram",21.03,Dollars,21.03,Dollars
2021-12,retail,beef,"Ground beef, per kilogram",9.58,Dollars,9.58,Dollars
2021-12,retail,pork,"Pork loin cuts, per kilogram",9.08,Dollars,9.08,Dollars
2021-12,retail,pork,"Pork rib cuts, per kilogram",10.03,Dollars,10.03,Dollars
2021-12,retail,pork,"Pork shoulder cuts, per kilogram",8.41,Dollars,8.41,Dollars
2021-12,retail,chicken,"Whole chicken, per kilogram",7.3,Dollars,7.3,Dollars
2021-12,retail,chicken,"Chicken breasts, per kilogram",14.35,Dollars,14.35,Dollars
2021-12,retail,chicken,"Chicken thigh, per kilogram",11.96,Dollars,11.96,Dollars
2021-12,retail,chicken,"Chicken drumsticks, per kilogram",7.63,Dollars,7.63,Dollars
2021-12,retail,pork,"Bacon, 500 grams",7.26,Dollars,14.52,Dollars per kg
2021-12,retail,milk,"Milk, 1 litre",3.32,Dollars,3.32,Dollars per litre
2021-12,retail,milk,"Milk, 2 litres",4.99,Dollars,2.5,Dollars per litre
2021-12,retail,milk,"Milk, 4 litres",5.19,Dollars,1.3,Dollars per litre
2021-12,retail,egg,"Eggs, 1 dozen",4.06,Dollars,4.06,Dollars
2022-01,farm,beef,Steers for slaughter [111111113],171.3,Dollars per hundredweight,3.78,Dollars per kg
2022-01,farm,beef,Heifers for slaughter [111111114],169.31,Dollars per hundredweight,3.73,Dollars per kg
2022-01,farm,pork,Hogs [111121],91.46,Dollars per hundredweight,2.02,Dollars per kg
2022-01,farm,chicken,Chickens for meat [11113131],2.48,Dollars per kilogram,2.48,Dollars per kilogram
2022-01,farm,milk,Unprocessed milk from bovine [11612111],789.1,Dollars per kilolitre,0.79,Dollars per litre
2022-01,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2022-01,retail,beef,"Beef stewing cuts, per kilogram",17.75,Dollars,17.75,Dollars
2022-01,retail,beef,"Beef striploin cuts, per kilogram",26.55,Dollars,26.55,Dollars
2022-01,retail,beef,"Beef top sirloin cuts, per kilogram",18.07,Dollars,18.07,Dollars
2022-01,retail,beef,"Beef rib cuts, per kilogram",29.18,Dollars,29.18,Dollars
2022-01,retail,beef,"Ground beef, per kilogram",10.31,Dollars,10.31,Dollars
2022-01,retail,pork,"Pork loin cuts, per kilogram",9.21,Dollars,9.21,Dollars
2022-01,retail,pork,"Pork rib cuts, per kilogram",10.21,Dollars,10.21,Dollars
2022-01,retail,pork,"Pork shoulder cuts, per kilogram",4.36,Dollars,4.36,Dollars
2022-01,retail,chicken,"Whole chicken, per kilogram",5.94,Dollars,5.94,Dollars
2022-01,retail,chicken,"Chicken breasts, per kilogram",13.57,Dollars,13.57,Dollars
2022-01,retail,chicken,"Chicken thigh, per kilogram",10.12,Dollars,10.12,Dollars
2022-01,retail,chicken,"Chicken drumsticks, per kilogram",6.46,Dollars,6.46,Dollars
2022-01,retail,pork,"Bacon, 500 grams",6.8,Dollars,13.6,Dollars per kg
2022-01,retail,milk,"Milk, 1 litre",3.3,Dollars,3.3,Dollars per litre
2022-01,retail,milk,"Milk, 2 litres",5.01,Dollars,2.5,Dollars per litre
2022-01,retail,milk,"Milk, 4 litres",5.21,Dollars,1.3,Dollars per litre
2022-01,retail,egg,"Eggs, 1 dozen",4.11,Dollars,4.11,Dollars
2022-02,farm,beef,Steers for slaughter [111111113],170.64,Dollars per hundredweight,3.76,Dollars per kg
2022-02,farm,beef,Heifers for slaughter [111111114],168.9,Dollars per hundredweight,3.72,Dollars per kg
2022-02,farm,pork,Hogs [111121],104.41,Dollars per hundredweight,2.3,Dollars per kg
2022-02,farm,chicken,Chickens for meat [11113131],2.45,Dollars per kilogram,2.45,Dollars per kilogram
2022-02,farm,milk,Unprocessed milk from bovine [11612111],889.43,Dollars per kilolitre,0.89,Dollars per litre
2022-02,farm,egg,Eggs in shell [116111],1.79,Dollars per dozen,1.79,Dollars per dozen
2022-02,retail,beef,"Beef stewing cuts, per kilogram",16.01,Dollars,16.01,Dollars
2022-02,retail,beef,"Beef striploin cuts, per kilogram",26.14,Dollars,26.14,Dollars
2022-02,retail,beef,"Beef top sirloin cuts, per kilogram",17.46,Dollars,17.46,Dollars
2022-02,retail,beef,"Beef rib cuts, per kilogram",30.55,Dollars,30.55,Dollars
2022-02,retail,beef,"Ground beef, per kilogram",10.02,Dollars,10.02,Dollars
2022-02,retail,pork,"Pork loin cuts, per kilogram",7.49,Dollars,7.49,Dollars
2022-02,retail,pork,"Pork rib cuts, per kilogram",11.25,Dollars,11.25,Dollars
2022-02,retail,pork,"Pork shoulder cuts, per kilogram",4.12,Dollars,4.12,Dollars
2022-02,retail,chicken,"Whole chicken, per kilogram",5.81,Dollars,5.81,Dollars
2022-02,retail,chicken,"Chicken breasts, per kilogram",13.17,Dollars,13.17,Dollars
2022-02,retail,chicken,"Chicken thigh, per kilogram",10.64,Dollars,10.64,Dollars
2022-02,retail,chicken,"Chicken drumsticks, per kilogram",6.9,Dollars,6.9,Dollars
2022-02,retail,pork,"Bacon, 500 grams",7.18,Dollars,14.36,Dollars per kg
2022-02,retail,milk,"Milk, 1 litre",3.45,Dollars,3.45,Dollars per litre
2022-02,retail,milk,"Milk, 2 litres",5.26,Dollars,2.63,Dollars per litre
2022-02,retail,milk,"Milk, 4 litres",5.69,Dollars,1.42,Dollars per litre
2022-02,retail,egg,"Eggs, 1 dozen",4.09,Dollars,4.09,Dollars
2022-03,farm,beef,Steers for slaughter [111111113],170.77,Dollars per hundredweight,3.76,Dollars per kg
2022-03,farm,beef,Heifers for slaughter [111111114],169.0,Dollars per hundredweight,3.73,Dollars per kg
2022-03,farm,pork,Hogs [111121],113.81,Dollars per hundredweight,2.51,Dollars per kg
2022-03,farm,chicken,Chickens for meat [11113131],2.48,Dollars per kilogram,2.48,Dollars per kilogram
2022-03,farm,milk,Unprocessed milk from bovine [11612111],871.52,Dollars per kilolitre,0.87,Dollars per litre
2022-03,farm,egg,Eggs in shell [116111],1.82,Dollars per dozen,1.82,Dollars per dozen
2022-03,retail,beef,"Beef stewing cuts, per kilogram",17.78,Dollars,17.78,Dollars
2022-03,retail,beef,"Beef striploin cuts, per kilogram",33.07,Dollars,33.07,Dollars
2022-03,retail,beef,"Beef top sirloin cuts, per kilogram",16.26,Dollars,16.26,Dollars
2022-03,retail,beef,"Beef rib cuts, per kilogram",24.94,Dollars,24.94,Dollars
2022-03,retail,beef,"Ground beef, per kilogram",10.16,Dollars,10.16,Dollars
2022-03,retail,pork,"Pork loin cuts, per kilogram",8.01,Dollars,8.01,Dollars
2022-03,retail,pork,"Pork rib cuts, per kilogram",10.62,Dollars,10.62,Dollars
2022-03,retail,pork,"Pork shoulder cuts, per kilogram",7.5,Dollars,7.5,Dollars
2022-03,retail,chicken,"Whole chicken, per kilogram",6.03,Dollars,6.03,Dollars
2022-03,retail,chicken,"Chicken breasts, per kilogram",14.67,Dollars,14.67,Dollars
2022-03,retail,chicken,"Chicken thigh, per kilogram",10.44,Dollars,10.44,Dollars
2022-03,retail,chicken,"Chicken drumsticks, per kilogram",5.48,Dollars,5.48,Dollars
2022-03,retail,pork,"Bacon, 500 grams",6.88,Dollars,13.76,Dollars per kg
2022-03,retail,milk,"Milk, 1 litre",3.49,Dollars,3.49,Dollars per litre
2022-03,retail,milk,"Milk, 2 litres",5.26,Dollars,2.63,Dollars per litre
2022-03,retail,milk,"Milk, 4 litres",5.77,Dollars,1.44,Dollars per litre
2022-03,retail,egg,"Eggs, 1 dozen",4.24,Dollars,4.24,Dollars
2022-04,farm,beef,Steers for slaughter [111111113],171.07,Dollars per hundredweight,3.77,Dollars per kg
2022-04,farm,beef,Heifers for slaughter [111111114],169.75,Dollars per hundredweight,3.74,Dollars per kg
2022-04,farm,pork,Hogs [111121],114.85,Dollars per hundredweight,2.53,Dollars per kg
2022-04,farm,chicken,Chickens for meat [11113131],2.53,Dollars per kilogram,2.53,Dollars per kilogram
